,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
31,9422.0,1989.0,Graduation,Married,38360.0,1.0,0.0,,26.0,36.0,2.0,42.0,20.0,21.0,10.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
32,1966.0,1965.0,PhD,Married,84618.0,0.0,0.0,,96.0,684.0,100.0,801.0,21.0,66.0,0.0,1.0,6.0,9.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,0.0
33,6864.0,1989.0,Master,Divorced,10979.0,,0.0,,34.0,8.0,4.0,10.0,2.0,2.0,4.0,2.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
34,3033.0,1963.0,Master,Together,38620.0,0.0,0.0,11-05-2013,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
35,5710.0,,Graduation,Together,40548.0,0.0,1.0,,31.0,110.0,0.0,5.0,2.0,0.0,3.0,2.0,2.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
36,7373.0,,PhD,Divorced,46610.0,0.0,2.0,,8.0,96.0,12.0,96.0,33.0,22.0,43.0,6.0,4.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,8755.0,1946.0,Master,Married,68657.0,0.0,0.0,20-02-2013,4.0,482.0,34.0,471.0,119.0,68.0,22.0,1.0,3.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
39,10738.0,,Master,Single,49389.0,1.0,1.0,29-08-2013,55.0,40.0,0.0,19.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
40,4339.0,,PhD,Married,67353.0,0.0,1.0,,37.0,702.0,17.0,151.0,0.0,8.0,35.0,5.0,5.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
41,10755.0,,2n Cycle,Married,23718.0,1.0,0.0,,76.0,6.0,3.0,14.0,15.0,7.0,36.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
42,8595.0,1973.0,Graduation,Widow,42429.0,0.0,1.0,11-02-2014,99.0,55.0,0.0,6.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
43,2968.0,,PhD,Divorced,48948.0,0.0,0.0,01-02-2013,53.0,437.0,8.0,206.0,160.0,49.0,42.0,2.0,7.0,10.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
44,8601.0,,Graduation,Married,80011.0,,1.0,29-04-2013,3.0,421.0,76.0,536.0,82.0,178.0,102.0,2.0,8.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
45,503.0,1985.0,Master,Married,20559.0,1.0,0.0,,,13.0,1.0,29.0,3.0,0.0,7.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
46,8430.0,,Graduation,Together,21994.0,0.0,1.0,,4.0,9.0,0.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
47,7281.0,1959.0,PhD,Single,,0.0,0.0,,80.0,81.0,11.0,50.0,3.0,2.0,39.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
48,2139.0,1975.0,Master,Married,7500.0,1.0,0.0,,19.0,3.0,1.0,10.0,3.0,2.0,12.0,3.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
49,1371.0,,Graduation,Single,79941.0,0.0,0.0,,72.0,123.0,164.0,266.0,227.0,30.0,174.0,1.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
50,9909.0,,2n Cycle,Married,7500.0,0.0,0.0,09-11-2012,,3.0,18.0,14.0,15.0,22.0,50.0,3.0,3.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
51,7286.0,,Graduation,Together,41728.0,1.0,0.0,24-05-2013,92.0,13.0,6.0,15.0,3.0,5.0,13.0,1.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
52,7244.0,,Graduation,Single,,2.0,1.0,,96.0,48.0,5.0,48.0,6.0,10.0,7.0,3.0,2.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
53,6566.0,,PhD,Married,72550.0,1.0,1.0,,39.0,826.0,50.0,317.0,50.0,38.0,38.0,9.0,5.0,2.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
54,8614.0,1957.0,Graduation,Widow,65486.0,0.0,1.0,12-05-2014,29.0,245.0,19.0,125.0,37.0,67.0,14.0,1.0,4.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
55,4114.0,1964.0,Master,Married,79143.0,0.0,0.0,11-08-2012,2.0,650.0,37.0,780.0,27.0,167.0,32.0,1.0,6.0,9.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
56,1331.0,1977.0,Graduation,Single,35790.0,1.0,0.0,,54.0,12.0,6.0,20.0,30.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2225.0,,Graduation,Divorced,82582.0,0.0,0.0,07-06-2014,54.0,510.0,120.0,550.0,156.0,40.0,241.0,1.0,4.0,9.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,1.0
59,9381.0,1978.0,Graduation,Married,66373.0,,1.0,12-06-2013,57.0,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
60,6260.0,1955.0,Master,Together,82384.0,0.0,0.0,19-11-2012,,984.0,51.0,432.0,180.0,120.0,190.0,1.0,3.0,10.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,1.0
61,10383.0,1966.0,Graduation,Divorced,70287.0,0.0,0.0,02-04-2013,30.0,295.0,35.0,482.0,121.0,120.0,40.0,1.0,5.0,5.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
62,7437.0,1988.0,Graduation,Single,27938.0,1.0,0.0,28-04-2014,31.0,13.0,0.0,8.0,2.0,1.0,5.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
63,8557.0,,Graduation,Single,,,0.0,,57.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
64,8375.0,1968.0,PhD,Married,55954.0,0.0,1.0,03-03-2014,63.0,447.0,0.0,28.0,0.0,0.0,43.0,3.0,8.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,6853.0,1982.0,Master,Single,75777.0,0.0,0.0,04-07-2013,12.0,712.0,26.0,538.0,69.0,13.0,80.0,1.0,3.0,6.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,11.0,1.0
67,3076.0,1975.0,Graduation,Together,66653.0,1.0,1.0,07-09-2012,18.0,452.0,18.0,102.0,16.0,18.0,6.0,4.0,4.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
68,1012.0,1952.0,Graduation,Single,61823.0,0.0,1.0,,26.0,523.0,7.0,134.0,37.0,14.0,169.0,4.0,8.0,2.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
69,6518.0,,PhD,Widow,67680.0,0.0,1.0,,8.0,546.0,0.0,48.0,0.0,6.0,6.0,1.0,7.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
70,4137.0,,Graduation,Together,70666.0,0.0,0.0,06-12-2013,29.0,398.0,40.0,367.0,119.0,122.0,30.0,1.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
71,8082.0,1971.0,Graduation,Married,25721.0,1.0,0.0,21-05-2013,75.0,1.0,3.0,6.0,3.0,6.0,15.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
72,1386.0,,Graduation,Together,32474.0,1.0,1.0,11-05-2014,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
73,9369.0,1979.0,2n Cycle,Single,88194.0,0.0,1.0,,19.0,688.0,14.0,309.0,201.0,24.0,38.0,1.0,11.0,10.0,10.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,1.0
74,4477.0,1958.0,Graduation,Together,69096.0,0.0,1.0,,,247.0,49.0,159.0,7.0,82.0,109.0,1.0,5.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
75,1357.0,1970.0,Graduation,Together,74854.0,,2.0,08-04-2013,,856.0,59.0,487.0,58.0,29.0,73.0,7.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
76,1402.0,1954.0,Master,Married,66991.0,,0.0,,,496.0,36.0,460.0,189.0,60.0,12.0,3.0,4.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
77,10629.0,1973.0,2n Cycle,Married,,1.0,0.0,,25.0,25.0,3.0,43.0,17.0,4.0,17.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
78,6312.0,1959.0,Graduation,Married,65031.0,0.0,1.0,,29.0,258.0,107.0,291.0,84.0,37.0,86.0,4.0,10.0,3.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
79,8132.0,,PhD,Married,60631.0,1.0,1.0,05-04-2013,88.0,565.0,6.0,65.0,0.0,6.0,19.0,5.0,9.0,2.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
80,1050.0,,Graduation,Married,28332.0,,0.0,30-04-2014,58.0,14.0,10.0,13.0,4.0,15.0,9.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,5846.0,1977.0,Graduation,Divorced,40246.0,1.0,0.0,19-12-2012,68.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
83,1859.0,,Master,Married,75251.0,0.0,0.0,27-08-2012,34.0,721.0,111.0,925.0,97.0,18.0,18.0,1.0,7.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
84,7503.0,1976.0,Graduation,Single,75825.0,,0.0,12-10-2012,40.0,1032.0,105.0,779.0,137.0,105.0,51.0,0.0,5.0,8.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
85,10401.0,,2n Cycle,Together,26326.0,0.0,0.0,,12.0,1.0,0.0,5.0,0.0,3.0,9.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0
86,1618.0,,Graduation,Together,56046.0,0.0,0.0,02-01-2013,9.0,577.0,0.0,64.0,0.0,0.0,51.0,2.0,10.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
87,3332.0,1985.0,Graduation,Single,29760.0,1.0,0.0,29-08-2012,,64.0,4.0,68.0,7.0,5.0,17.0,4.0,3.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
88,2261.0,,Graduation,Married,26304.0,1.0,0.0,23-06-2013,5.0,4.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
89,5346.0,1973.0,2n Cycle,Married,23559.0,1.0,0.0,03-07-2013,87.0,25.0,5.0,19.0,7.0,0.0,23.0,3.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4119.0,,Master,Together,38620.0,0.0,0.0,11-05-2013,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
92,535.0,1987.0,Graduation,Divorced,81361.0,0.0,0.0,,18.0,163.0,23.0,424.0,27.0,65.0,76.0,1.0,3.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
93,5268.0,1960.0,Graduation,Married,29440.0,1.0,1.0,11-08-2013,95.0,17.0,8.0,14.0,10.0,4.0,3.0,2.0,1.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
94,273.0,1970.0,Master,Married,36138.0,1.0,1.0,16-07-2013,48.0,130.0,0.0,16.0,0.0,0.0,5.0,5.0,3.0,1.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
95,4452.0,,Graduation,Single,50388.0,0.0,1.0,28-05-2014,3.0,292.0,6.0,37.0,0.0,3.0,34.0,4.0,6.0,1.0,6.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,11.0,1.0
96,8504.0,1973.0,Graduation,Married,79593.0,0.0,0.0,12-05-2014,70.0,350.0,60.0,568.0,110.0,133.0,145.0,1.0,5.0,6.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,0.0
97,771.0,1967.0,Graduation,Together,54178.0,0.0,1.0,21-01-2014,79.0,135.0,9.0,39.0,4.0,0.0,7.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
98,8996.0,,PhD,Married,,2.0,1.0,,4.0,230.0,42.0,192.0,49.0,37.0,53.0,12.0,7.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
99,9235.0,1957.0,Graduation,Single,,1.0,1.0,27-05-2014,45.0,7.0,0.0,8.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
100,5798.0,1973.0,Master,Together,,0.0,0.0,,87.0,445.0,37.0,359.0,98.0,28.0,18.0,1.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
101,11178.0,,Master,Single,42394.0,1.0,0.0,23-03-2014,69.0,15.0,2.0,10.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2230.0,1970.0,PhD,Married,23626.0,1.0,0.0,,84.0,27.0,2.0,14.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
104,7516.0,1983.0,Graduation,Married,30096.0,1.0,0.0,,30.0,5.0,3.0,11.0,12.0,5.0,9.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
105,7247.0,,Graduation,Widow,47916.0,0.0,1.0,22-11-2012,72.0,505.0,0.0,26.0,0.0,0.0,75.0,5.0,7.0,4.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
106,11100.0,,Graduation,Divorced,51813.0,1.0,1.0,,37.0,51.0,2.0,7.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
107,4646.0,1951.0,2n Cycle,Married,78497.0,0.0,0.0,,44.0,207.0,26.0,447.0,75.0,0.0,223.0,1.0,5.0,7.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,0.0
108,3037.0,,PhD,Married,50150.0,,0.0,20-06-2013,32.0,135.0,46.0,92.0,65.0,61.0,11.0,2.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
109,1473.0,,2n Cycle,Single,47823.0,0.0,1.0,23-07-2013,0.0,53.0,1.0,5.0,2.0,1.0,10.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
110,1016.0,1959.0,PhD,Single,34554.0,0.0,1.0,,43.0,41.0,1.0,6.0,2.0,0.0,5.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
111,4518.0,1979.0,Graduation,Together,85693.0,,1.0,20-04-2013,59.0,386.0,172.0,183.0,185.0,132.0,111.0,2.0,9.0,5.0,11.0,5.0,0.0,,0.0,0.0,0.0,0.0,3.0,11.0,0.0
112,9370.0,,PhD,Married,65846.0,0.0,0.0,17-05-2013,68.0,562.0,81.0,276.0,80.0,40.0,81.0,1.0,6.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
113,8908.0,,Graduation,Married,87195.0,0.0,0.0,08-05-2014,35.0,217.0,76.0,690.0,50.0,26.0,38.0,1.0,3.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
114,8373.0,1979.0,Basic,Together,24594.0,1.0,0.0,10-12-2013,94.0,1.0,3.0,6.0,10.0,0.0,9.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
115,7533.0,1964.0,Graduation,Married,49096.0,,1.0,24-09-2013,,144.0,1.0,32.0,2.0,1.0,7.0,4.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
116,2683.0,,Graduation,Married,52413.0,0.0,2.0,02-02-2013,56.0,295.0,106.0,271.0,75.0,98.0,65.0,4.0,6.0,4.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
117,3629.0,,Graduation,Single,38557.0,1.0,0.0,19-12-2012,,76.0,3.0,31.0,4.0,4.0,27.0,2.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
118,10991.0,,Master,Married,89058.0,0.0,0.0,,18.0,454.0,194.0,106.0,31.0,22.0,43.0,1.0,5.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
119,5077.0,,Graduation,Together,77298.0,0.0,1.0,02-11-2013,46.0,425.0,115.0,292.0,23.0,35.0,79.0,1.0,6.0,6.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
120,7431.0,1991.0,PhD,Single,68126.0,0.0,0.0,,40.0,1332.0,17.0,311.0,23.0,51.0,86.0,1.0,7.0,4.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0
